"V1","V2","V3","V4","V5","V6","V7","V8","V9","lon","lat","address"
40841,"SIGLAP V","SIGLAP V FIRST STREET Singapore",15,"Non-landed Properties","2",2000,"700 to 800","19-Jun","103.9237342","1.3128468","2 first st, siglap v, singapore 458278"
40842,"SUITES @ KATONG","SUITES @ KATONG TANJONG KATONG ROAD Singapore",15,"Non-landed Properties","1",2100,"700 to 800","19-Jun","103.8955031","1.3077832","263 tanjong katong rd, suites@katong, singapore 437050"
40843,"LAGUNA PARK","LAGUNA PARK MARINE PARADE ROAD Singapore",15,"Non-landed Properties","na*",3300,"1600 to 1700","19-Jun","103.9293002","1.3090605","5000a marine parade rd, singapore 449284"
40844,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT TEMBELING ROAD Singapore",15,"Non-landed Properties","na*",1400,"800 to 900","19-Jun","103.9028207","1.3104906","tembeling rd, singapore"
40845,"VETRO","VETRO MAR THOMA ROAD Singapore",12,"Non-landed Properties","1",1700,"400 to 500","19-Jun","103.8625246","1.3274925","22a mar thoma rd, singapore 328703"
40846,"EURO-ASIA APARTMENTS","EURO-ASIA APARTMENTS SERANGOON ROAD Singapore",12,"Non-landed Properties","na*",2800,"1200 to 1300","19-Jun","103.8639298","1.3229551","1037 serangoon rd, singapore 328170"
40847,"WING FONG MANSIONS","WING FONG MANSIONS LORONG 14 GEYLANG Singapore",14,"Non-landed Properties","3",2400,"1100 to 1200","19-Jun","103.8791364","1.3105135","wing fong mansion, 12 lorong 14 geylang (s)398924, singapore 398924"
40848,"MANDARIN GARDENS","MANDARIN GARDENS SIGLAP ROAD Singapore",15,"Non-landed Properties","1",1900,"700 to 800","19-Jun","103.9241261","1.3072883","5 siglap rd, #01-43, singapore 448908"
40849,"ROCHELLE AT NEWTON","ROCHELLE AT NEWTON KENG LEE ROAD Singapore",11,"Non-landed Properties","2",4200,"1000 to 1100","19-Jun","103.8419899","1.3138896","188 keng lee rd, singapore 308414"
40850,"PINNACLE 16","PINNACLE 16 SHAN ROAD Singapore",12,"Non-landed Properties","2",3400,"900 to 1000","19-Jun","103.84625","1.3244724","16 shan rd, singapore 328107"
40851,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT TEMBELING ROAD Singapore",15,"Non-landed Properties","na*",1450,"800 to 900","19-Jun","103.9028207","1.3104906","tembeling rd, singapore"
40852,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT GILSTEAD ROAD Singapore",11,"Non-landed Properties","2",1100,"1000 to 1100","19-Jun","103.8388651","1.317167","gilstead rd, singapore"
40853,"JING SUITES","JING SUITES CHANGI ROAD Singapore",14,"Non-landed Properties","4",1500,"1900 to 2000","19-Jun","103.906419","1.3180572","275 changi rd, singapore 419755"
40854,"NIN RESIDENCE","NIN RESIDENCE PHENG GECK AVENUE Singapore",13,"Non-landed Properties","2",3000,"900 to 1000","19-Jun","103.8699209","1.3327138","83 & 85 pheng geck ave, singapore 348271"
40855,"PRIME RESIDENCE","PRIME RESIDENCE LORONG 22 GEYLANG Singapore",14,"Non-landed Properties","1",1550,"300 to 400","19-Jun","103.8824372","1.3112274","41 lor 22 geylang, singapore 398697"
40856,"EDENZ SUITES","EDENZ SUITES LORONG 28 GEYLANG Singapore",14,"Non-landed Properties","1",1800,"400 to 500","19-Jun","103.88558","1.312683","21 lor 28 geylang, singapore"
40857,"ONE AMBER","ONE AMBER AMBER GARDENS Singapore",15,"Non-landed Properties","2",3500,"900 to 1000","19-Jun","103.8981665","1.3014879","1 amber gardens, singapore 439957"
40858,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT TEMBELING ROAD Singapore",15,"Non-landed Properties","na*",1400,"800 to 900","19-Jun","103.9028207","1.3104906","tembeling rd, singapore"
40859,"STRAITS MANSIONS","STRAITS MANSIONS SEA AVENUE Singapore",15,"Non-landed Properties","3",4200,"1000 to 1100","19-Jun","103.9072527","1.305384","26 sea ave, straits mansions, singapore 424246"
40860,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT TEMBELING ROAD Singapore",15,"Non-landed Properties","na*",1450,"800 to 900","19-Jun","103.9028207","1.3104906","tembeling rd, singapore"
40861,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT TEMBELING ROAD Singapore",15,"Non-landed Properties","na*",1400,"800 to 900","19-Jun","103.9028207","1.3104906","tembeling rd, singapore"
40862,"BIRMINGHAM MANSIONS","BIRMINGHAM MANSIONS THOMSON ROAD Singapore",11,"Non-landed Properties","3",3200,"1000 to 1100","19-Jun","103.844904","1.317722","130 thomson rd, singapore 307682"
40863,"CENTRAL IMPERIAL","CENTRAL IMPERIAL LORONG 14 GEYLANG Singapore",14,"Non-landed Properties","3",2600,"700 to 800","19-Jun","103.879236","1.3119808","3 lor 14 geylang, singapore 398915 lor 14 geylang, singapore 398915"
40864,"IDYLLIC SUITES","IDYLLIC SUITES LORONG 30 GEYLANG Singapore",14,"Non-landed Properties","1",1700,"400 to 500","19-Jun","103.886328","1.312864","21 lor 30 geylang, singapore 398353"
40865,"TANJONG RIA CONDOMINIUM","TANJONG RIA CONDOMINIUM TANJONG RHU ROAD Singapore",15,"Non-landed Properties","1",1800,"600 to 700","19-Jun","103.8745815","1.2968309","121 tg rhu rd, singapore 436914"
40866,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT LORONG 8 GEYLANG Singapore",14,"Non-landed Properties","na*",2500,"1200 to 1300","19-Jun","103.87721","1.3104433","lor 8 geylang, singapore"
40867,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT KIM KEAT LANE Singapore",12,"Non-landed Properties","3",2050,"1000 to 1100","19-Jun","103.8538639","1.3253519","60 kim keat rd, singapore 328827"
40868,"CITY REGENCY","CITY REGENCY ST. MICHAEL'S ROAD Singapore",12,"Non-landed Properties","1",1900,"400 to 500","19-Jun","103.8636353","1.3262215","18 st michael's rd, singapore 327977"
40869,"HAIG 162","HAIG 162 HAIG ROAD Singapore",15,"Non-landed Properties","1",1700,"300 to 400","19-Jun","103.8987887","1.3062813","162 haig rd, singapore 438773"
40870,"COSY LODGE","COSY LODGE LORONG 31 GEYLANG Singapore",14,"Non-landed Properties","3",2500,"1200 to 1300","19-Jun","103.8866081","1.3153829","31 lorong 31 geylang singapore 388030 lor 31 geylang, singapore 388030"
40871,"28 IMPERIAL RESIDENCES","28 IMPERIAL RESIDENCES LORONG 26 GEYLANG Singapore",14,"Non-landed Properties","1",1800,"400 to 500","19-Jun","103.884863","1.311796","28 lor 26 geylang, singapore 398495"
40872,"BALESTIER PLAZA","BALESTIER PLAZA BALESTIER ROAD Singapore",12,"Non-landed Properties","3",3000,"1600 to 1700","19-Jun","103.8528591","1.3214951","balestier rd, singapore"
40873,"THE INTERWEAVE","THE INTERWEAVE KIM KEAT ROAD Singapore",12,"Non-landed Properties","1",1900,"400 to 500","19-Jun","103.8532858","1.3254206","21 kim keat rd, singapore 328805"
40874,"PALMERA EAST","PALMERA EAST LORONG MELAYU Singapore",14,"Non-landed Properties","3",3800,"1500 to 1600","19-Jun","103.9101733","1.321008","29 lor melayu, singapore 416914"
40875,"THE SEA VIEW","THE SEA VIEW AMBER ROAD Singapore",15,"Non-landed Properties","4",5100,"1500 to 1600","19-Jun","103.9013088","1.3015993","41 amber rd, singapore 439948"
40876,"SILVERSCAPE","SILVERSCAPE LORONG 32 GEYLANG Singapore",14,"Non-landed Properties","1",1800,"400 to 500","19-Jun","103.8871732","1.3126029","39 lor 32 geylang, singapore"
40877,"THE SEAWIND","THE SEAWIND LORONG M TELOK KURAU Singapore",15,"Non-landed Properties","na*",1900,"600 to 700","19-Jun","103.9148418","1.3113032","70-86 lor m telok kurau, singapore 425412"
40878,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT BALESTIER ROAD Singapore",12,"Non-landed Properties","na*",3000,"900 to 1000","19-Jun","103.8528591","1.3214951","balestier rd, singapore"
40879,"RESIDENCES @ EVELYN","RESIDENCES @ EVELYN EVELYN ROAD Singapore",11,"Non-landed Properties","4",7500,"2200 to 2300","19-Jun","103.8394368","1.3155965","13 15&17evelyn road, singapore 309311"
40880,"ROCHELLE AT NEWTON","ROCHELLE AT NEWTON KENG LEE ROAD Singapore",11,"Non-landed Properties","3",5500,"1300 to 1400","19-Jun","103.8419899","1.3138896","188 keng lee rd, singapore 308414"
40881,"CASA MELWANI","CASA MELWANI SURREY ROAD Singapore",11,"Non-landed Properties","3",4600,"1900 to 2000","19-Jun","103.8425949","1.3162499","7 surrey rd, singapore 307746"
40882,"SMART SUITES","SMART SUITES SIMS AVENUE Singapore",14,"Non-landed Properties","1",1750,"400 to 500","19-Jun","103.8838203","1.3151489","302 sims ave, singapore 387516"
40883,"RAJAH TOWERS","RAJAH TOWERS JALAN RAJAH Singapore",12,"Non-landed Properties","3",3000,"2000 to 2100","19-Jun","103.8487286","1.3275901","32 jln rajah, singapore 329141"
40884,"SIMS MEADOWS","SIMS MEADOWS LORONG 33 GEYLANG Singapore",14,"Non-landed Properties","3",2500,"900 to 1000","19-Jun","103.8880142","1.3160924","sims ave & lor 33 geylang, singapore"
40885,"SIMS RESIDENCES","SIMS RESIDENCES LORONG 39 GEYLANG Singapore",14,"Non-landed Properties","2",3400,"1800 to 1900","19-Jun","103.8908956","1.316056","8 lor 39 geylang, singapore 387882"
40886,"MANDARIN GARDENS","MANDARIN GARDENS SIGLAP ROAD Singapore",15,"Non-landed Properties","3",3250,"1500 to 1600","19-Jun","103.9241261","1.3072883","5 siglap rd, #01-43, singapore 448908"
40887,"NOVENA SUITES","NOVENA SUITES MOULMEIN ROAD Singapore",11,"Non-landed Properties","2",3400,"900 to 1000","19-Jun","103.8447531","1.3189034","200 moulmein rd, singapore 308107"
40888,"WATERBANK AT DAKOTA","WATERBANK AT DAKOTA DAKOTA CRESCENT Singapore",14,"Non-landed Properties","2",4300,"1400 to 1500","19-Jun","103.8880277","1.3067967","72 dakota cres, singapore 399942"
40889,"FORT GARDENS","FORT GARDENS FORT ROAD Singapore",15,"Non-landed Properties","na*",2300,"900 to 1000","19-Jun","103.884925","1.2992255","21 fort rd, singapore 439089"
40890,"NEEM TREE","NEEM TREE JALAN KEMAMAN Singapore",12,"Non-landed Properties","1",2300,"400 to 500","19-Jun","103.8512643","1.3273984","30 jln kemaman, neem tree condominium, singapore 329341"
40891,"VACANZA @ EAST","VACANZA @ EAST LENGKONG TUJOH Singapore",14,"Non-landed Properties","3",2600,"1000 to 1100","19-Jun","103.9146479","1.3291534","48 lengkong tujoh, singapore 417395"
40892,"MELROSE VILLE","MELROSE VILLE ROSE LANE Singapore",15,"Non-landed Properties","1",1800,"500 to 600","19-Jun","103.8933422","1.3103311","10 rose ln, singapore 437370"
40893,"CHNG MANSIONS","CHNG MANSIONS ARTHUR ROAD Singapore",15,"Non-landed Properties","3",3100,"1700 to 1800","19-Jun","103.8876241","1.2986253","arthur rd, singapore"
40894,"BLOSSOMS @ WOODLEIGH","BLOSSOMS @ WOODLEIGH WOODLEIGH CLOSE Singapore",13,"Non-landed Properties","2",2900,"1000 to 1100","19-Jun","103.8688643","1.3362536","14 woodleigh cl, 10, singapore 357909"
40895,"EIGHT RIVERSUITES","EIGHT RIVERSUITES WHAMPOA EAST Singapore",12,"Non-landed Properties","3",3400,"1000 to 1100","19-Jun","103.8643805","1.3211839","4 whampoa e, level 3 club house, singapore 338518"
40896,"RIVEREDGE","RIVEREDGE SAMPAN PLACE Singapore",15,"Non-landed Properties","3",5000,"1600 to 1700","19-Jun","103.8818996","1.30076","21 sampan pl, singapore 436593"
40897,"ADRIA","ADRIA DERBYSHIRE ROAD Singapore",11,"Non-landed Properties","1",2500,"500 to 600","19-Jun","103.84629","1.316448","12 derbyshire rd, singapore 309466"
40898,"IVORY","IVORY CEYLON LANE Singapore",15,"Non-landed Properties","2",2100,"800 to 900","19-Jun","103.9004785","1.3112872","15 ceylon ln, singapore 423468"
40899,"THE MEYER PLACE","THE MEYER PLACE MEYER PLACE Singapore",15,"Non-landed Properties","na*",3000,"1300 to 1400","19-Jun","103.886696","1.2986691","6 meyer pl, 2, singapore 437995"
40900,"MIRO","MIRO LINCOLN ROAD Singapore",11,"Non-landed Properties","2",4200,"1300 to 1400","19-Jun","103.8424547","1.313787","1 lincoln rd, singapore 308365"
40901,"WATERBANK AT DAKOTA","WATERBANK AT DAKOTA DAKOTA CRESCENT Singapore",14,"Non-landed Properties","1",2450,"400 to 500","19-Jun","103.8880277","1.3067967","72 dakota cres, singapore 399942"
40902,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT MACPHERSON ROAD Singapore",13,"Non-landed Properties","na*",2200,"800 to 900","19-Jun","103.8789855","1.3312078","macpherson rd, singapore"
40903,"VISTA RESIDENCES","VISTA RESIDENCES JALAN DATOH Singapore",12,"Non-landed Properties","2",3000,"900 to 1000","19-Jun","103.8432724","1.3284349","26-28 jln datoh, singapore 329425"
40904,"SUITES @ GUILLEMARD","SUITES @ GUILLEMARD LIM AH WOO ROAD Singapore",15,"Non-landed Properties","1",1850,"300 to 400","19-Jun","103.8917957","1.3125787","70 lim ah woo rd, singapore 438133 lim ah woo rd, singapore 438133"
40905,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT CHANGI ROAD Singapore",14,"Non-landed Properties","na*",2200,"1000 to 1100","19-Jun","103.9085841","1.3182725","changi rd, singapore"
40906,"BOON TECK LODGE","BOON TECK LODGE BOON TECK ROAD Singapore",12,"Non-landed Properties","na*",2900,"1600 to 1700","19-Jun","103.8507959","1.3276743","boon teck rd, singapore"
40907,"EUNOS GREEN","EUNOS GREEN SIMS AVENUE EAST Singapore",14,"Non-landed Properties","3",2600,"1300 to 1400","19-Jun","103.905563","1.3186189","10 sims ave e, singapore 416558"
40908,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT JOO CHIAT ROAD Singapore",15,"Non-landed Properties","na*",2200,"900 to 1000","19-Jun","103.9020269","1.3099091","joo chiat rd, singapore"
40909,"UNITED MANSION","UNITED MANSION EAST COAST ROAD Singapore",15,"Non-landed Properties","3",2100,"1000 to 1100","19-Jun","103.9126906","1.3090566","e coast rd, singapore"
40910,"UNITED MANSION","UNITED MANSION EAST COAST ROAD Singapore",15,"Non-landed Properties","3",2100,"1000 to 1100","19-Jun","103.9126906","1.3090566","e coast rd, singapore"
40911,"THE EBONY","THE EBONY LORONG MARICAN Singapore",14,"Non-landed Properties","1",1599,"300 to 400","19-Jun","103.9086715","1.3204099","35 lor marican, singapore 417216"
40912,"SOLEIL @ SINARAN","SOLEIL @ SINARAN SINARAN DRIVE Singapore",11,"Non-landed Properties","4",7500,"1700 to 1800","19-Jun","103.8453222","1.3194273","sinaran dr, singapore"
40913,"WING FONG COURT","WING FONG COURT LORONG 14 GEYLANG Singapore",14,"Non-landed Properties","2",1850,"900 to 1000","19-Jun","103.8788316","1.3118212","10 lor 14 geylang, singapore 398922"
40914,"PASTORAL VIEW","PASTORAL VIEW BASSEIN ROAD Singapore",11,"Non-landed Properties","na*",2243,"500 to 600","19-Jun","103.8479467","1.3232568","7 bassein rd, singapore 309837"
40915,"GUILLEMARD EDGE","GUILLEMARD EDGE LORONG 30 GEYLANG Singapore",14,"Non-landed Properties","1",1500,"400 to 500","19-Jun","103.8861671","1.3118382","38 lor 30 geylang, singapore 398371"
40916,"THE AXIS","THE AXIS MANDALAY ROAD Singapore",11,"Non-landed Properties","2",2700,"800 to 900","19-Jun","103.8500071","1.3243011","308227, 47 mandalay rd, singapore 308227"
40917,"FLAMINGO VALLEY","FLAMINGO VALLEY SIGLAP ROAD Singapore",15,"Non-landed Properties","4",4800,"1500 to 1600","19-Jun","103.9227057","1.3178452","460-480 siglap rd, singapore 455934"
40918,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT LINCOLN ROAD Singapore",11,"Non-landed Properties","2",2800,"800 to 900","19-Jun","103.8428241","1.3151667","lincoln rd, singapore"
40919,"EASTERN LAGOON","EASTERN LAGOON UPPER EAST COAST ROAD Singapore",15,"Non-landed Properties","2",2300,"800 to 900","19-Jun","103.9329333","1.3138181","200 upper east coast rd, singapore 455283"
40920,"RIVERBAY","RIVERBAY MAR THOMA ROAD Singapore",12,"Non-landed Properties","1",1850,"500 to 600","19-Jun","103.8626677","1.3280813","23 mar thoma rd, singapore 328704"
40921,"MALVERN SPRINGS","MALVERN SPRINGS ONAN ROAD Singapore",15,"Non-landed Properties","3",4000,"1600 to 1700","19-Jun","103.9038464","1.3060073","373 onan rd, singapore 424775"
40922,"KURAU COURT","KURAU COURT TELOK KURAU ROAD Singapore",15,"Non-landed Properties","na*",1800,"800 to 900","19-Jun","103.9112044","1.312095","201 telok kurau rd, singapore 423910"
40923,"KATONG REGENCY","KATONG REGENCY TANJONG KATONG ROAD Singapore",15,"Non-landed Properties","1",2500,"500 to 600","19-Jun","103.8946407","1.3147403","13 tanjong katong rd, 17, singapore 436952"
40924,"TREVOSE PARK","TREVOSE PARK TREVOSE CRESCENT Singapore",11,"Non-landed Properties","3",4200,"1700 to 1800","19-Jun","103.825305","1.324508","298067, 66 trevose cres, singapore 298067"
40925,"833 M B RESIDENCES","833 M B RESIDENCES MOUNTBATTEN ROAD Singapore",15,"Non-landed Properties","1",2400,"800 to 900","19-Jun","103.898341","1.302419","833 mountbatten rd, singapore 437826 mountbatten rd, singapore 437826"
40926,"LEONG HIN BUILDING","LEONG HIN BUILDING BALESTIER ROAD Singapore",12,"Non-landed Properties","na*",2450,"1200 to 1300","19-Jun","103.8484631","1.3260233","441 balestier rd, singapore 329820"
40927,"KING'S MANSION","KING'S MANSION AMBER GARDENS Singapore",15,"Non-landed Properties","3",2800,"1800 to 1900","19-Jun","103.8983675","1.3007722","12 amber gardens, singapore 439959"
40928,"LE REGAL","LE REGAL GEYLANG ROAD Singapore",14,"Non-landed Properties","1",1550,"300 to 400","19-Jun","103.8802251","1.312561","340 geylang rd, #01-42 le regal, singapore 389365"
40929,"COSTA RHU","COSTA RHU RHU CROSS Singapore",15,"Non-landed Properties","2",2700,"900 to 1000","19-Jun","103.866958","1.2973125","1 - 9 rhu cross 15 (katong, siglap, tg rhu rd, singapore 437434"
40930,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT LORONG 17 GEYLANG Singapore",14,"Non-landed Properties","na*",1500,"600 to 700","19-Jun","103.8786145","1.31402","lorong 17 geylang, singapore"
40931,"LOTUS AT PAYA LEBAR","LOTUS AT PAYA LEBAR PAYA LEBAR ROAD Singapore",14,"Non-landed Properties","1",3370,"500 to 600","19-Jun","103.8913118","1.3156116","17 lor 41 geylang, singapore 387828"
40932,"BUTTERWORTH 8","BUTTERWORTH 8 BUTTERWORTH LANE Singapore",15,"Non-landed Properties","2",2600,"1000 to 1100","19-Jun","103.8950727","1.3123754","6 butterworth ln, singapore 439422"
40933,"GOLD PALM MANSIONS","GOLD PALM MANSIONS LORONG K TELOK KURAU Singapore",15,"Non-landed Properties","3",2925,"1000 to 1100","19-Jun","103.915079","1.314168","139 lor k telok kurau, singapore 425777"
40934,"JC RESIDENCE","JC RESIDENCE JOO CHIAT LANE Singapore",15,"Non-landed Properties","2",3200,"1300 to 1400","19-Jun","103.9005217","1.3124905","3 joo chiat ln, singapore 428129"
40935,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT JOO CHIAT ROAD Singapore",15,"Non-landed Properties","na*",2100,"700 to 800","19-Jun","103.9020269","1.3099091","joo chiat rd, singapore"
40936,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT LORONG 24A GEYLANG Singapore",14,"Non-landed Properties","na*",2300,"700 to 800","19-Jun","103.8840403","1.312143","lor 24a geylang, singapore"
40937,"LA BRISA","LA BRISA LORONG 28 GEYLANG Singapore",14,"Non-landed Properties","1",1850,"400 to 500","19-Jun","103.885447","1.3118269","50 lor 28 geylang, singapore 398453"
40938,"THE RIVERINE BY THE PARK","THE RIVERINE BY THE PARK KALLANG ROAD Singapore",12,"Non-landed Properties","3",4000,"1200 to 1300","19-Jun","103.8690967","1.3097802","398 kallang rd, singapore 339098"
40939,"THE ESTA","THE ESTA AMBER GARDENS Singapore",15,"Non-landed Properties","3",4500,"1300 to 1400","19-Jun","103.900035","1.3019743","31 33 35 37, 39 amber gardens, singapore 439968"
40940,"AMBERGLADES","AMBERGLADES AMBER GARDENS Singapore",15,"Non-landed Properties","na*",3265,"1200 to 1300","19-Jun","103.9007343","1.3017039","30 amber gardens, singapore 439964"
40941,"AMPAS COURT","AMPAS COURT JALAN AMPAS Singapore",12,"Non-landed Properties","3",2600,"1400 to 1500","19-Jun","103.8519342","1.3268838","jln ampas & lor ampas, singapore"
40942,"TRE RESIDENCES","TRE RESIDENCES GEYLANG EAST AVENUE 1 Singapore",14,"Non-landed Properties","1",2450,"400 to 500","19-Jun","103.8846433","1.3169021","9 geylang east ave 1, singapore 389783"
40943,"L'VIV","L'VIV NEWTON ROAD Singapore",11,"Non-landed Properties","1",2500,"600 to 700","19-Jun","103.8408443","1.3152958","23 newton rd, singapore 307955"
40944,"IMPERIAL HEIGHTS","IMPERIAL HEIGHTS IPOH LANE Singapore",15,"Non-landed Properties","2",2100,"500 to 600","19-Jun","103.895039","1.3116198","16 ipoh ln, singapore 438620"
40945,"THE ATRIA AT MEYER","THE ATRIA AT MEYER MEYER ROAD Singapore",15,"Non-landed Properties","na*",3600,"1300 to 1400","19-Jun","103.889236","1.296797","the atria at meyer, 61 meyer road (s)437885, singapore 437885"
40946,"THE RIVERINE BY THE PARK","THE RIVERINE BY THE PARK KALLANG ROAD Singapore",12,"Non-landed Properties","4",5700,"1700 to 1800","19-Jun","103.8690967","1.3097802","398 kallang rd, singapore 339098"
40947,"IRIDIUM","IRIDIUM LINCOLN ROAD Singapore",11,"Non-landed Properties","2",3000,"700 to 800","19-Jun","103.8426486","1.3151418","11 lincoln rd, singapore 308349"
40948,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT LINCOLN ROAD Singapore",11,"Non-landed Properties","2",3600,"1100 to 1200","19-Jun","103.8428241","1.3151667","lincoln rd, singapore"
40949,"CALARASI","CALARASI KIM KEAT LANE Singapore",12,"Non-landed Properties","3",2900,"1200 to 1300","19-Jun","103.8543258","1.3237093","31 kim keat ln, singapore 328882"
40950,"D'SAVILLE","D'SAVILLE JALAN TENGGIRI Singapore",15,"Non-landed Properties","3",3000,"1100 to 1200","19-Jun","103.9143143","1.3077945","jln tenggiri, singapore"
40951,"28 IMPERIAL RESIDENCES","28 IMPERIAL RESIDENCES LORONG 26 GEYLANG Singapore",14,"Non-landed Properties","1",1800,"400 to 500","19-Jun","103.884863","1.311796","28 lor 26 geylang, singapore 398495"
40952,"BARTLEY RIDGE","BARTLEY RIDGE MOUNT VERNON ROAD Singapore",13,"Non-landed Properties","2",2500,"800 to 900","19-Jun","103.8812962","1.3412889","44 mount vernon rd, singapore 368059"
40953,"TRILIGHT","TRILIGHT NEWTON ROAD Singapore",11,"Non-landed Properties","2",4300,"1000 to 1100","19-Jun","103.83999","1.315004","9 newton rd, singapore 307997"
40954,"VIVA","VIVA SUFFOLK WALK Singapore",11,"Non-landed Properties","2",5250,"1000 to 1100","19-Jun","103.8444569","1.3154808","2, 4, 6, 8 suffolk walk, singapore 307463"
40955,"LEICESTER LODGE","LEICESTER LODGE LEICESTER ROAD Singapore",13,"Non-landed Properties","3",3500,"1300 to 1400","19-Jun","103.867007","1.3300289","9 leicester rd, singapore 358843"
40956,"6 DERBYSHIRE","6 DERBYSHIRE DERBYSHIRE ROAD Singapore",11,"Non-landed Properties","1",2500,"500 to 600","19-Jun","103.8459867","1.3157676","6 derbyshire rd, singapore 309462"
40957,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT TEMBELING ROAD Singapore",15,"Non-landed Properties","na*",1450,"800 to 900","19-Jun","103.9028207","1.3104906","tembeling rd, singapore"
40958,"18 WOODSVILLE","18 WOODSVILLE WOODSVILLE CLOSE Singapore",13,"Non-landed Properties","1",2100,"400 to 500","19-Jun","103.8681311","1.3296408","18 woodsville cl, singapore 357799"
40959,"CENTRA RESIDENCE","CENTRA RESIDENCE LORONG 7 GEYLANG Singapore",14,"Non-landed Properties","1",1750,"300 to 400","19-Jun","103.8760234","1.3128163","8 lor 7 geylang, singapore 388792"
40960,"PARK INFINIA AT WEE NAM","PARK INFINIA AT WEE NAM LINCOLN ROAD Singapore",11,"Non-landed Properties","2",5000,"1100 to 1200","19-Jun","103.8431335","1.3140333","4 lincoln rd, singapore 308343"
40961,"THE SEA VIEW","THE SEA VIEW AMBER ROAD Singapore",15,"Non-landed Properties","4",5400,"1500 to 1600","19-Jun","103.9013088","1.3015993","41 amber rd, singapore 439948"
40962,"TREVISTA","TREVISTA LORONG 3 TOA PAYOH Singapore",12,"Non-landed Properties","3",3800,"1200 to 1300","19-Jun","103.8468073","1.3378033","21-25 lor 3 toa payoh, singapore"
40963,"CENTRAL GROVE","CENTRAL GROVE GEYLANG EAST AVENUE 1 Singapore",14,"Non-landed Properties","3",3000,"1100 to 1200","19-Jun","103.8844239","1.3159873","3 geylang east ave 1, singapore 389779"
40964,"NOVENA LODGE","NOVENA LODGE JALAN MERLIMAU Singapore",11,"Non-landed Properties","2",2200,"700 to 800","19-Jun","103.8414733","1.3230708","2 jln merlimau, singapore 308729"
40965,"NINETEEN SHELFORD ROAD","NINETEEN SHELFORD ROAD SHELFORD ROAD Singapore",11,"Non-landed Properties","1",2250,"700 to 800","19-Jun","103.8122331","1.3260908","19 shelford rd, singapore 288408"
40966,"MIAPLACE","MIAPLACE ARTHUR ROAD Singapore",15,"Non-landed Properties","3",3600,"1400 to 1500","19-Jun","103.88768","1.299156","116 arthur rd, singapore 439830"
40967,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT KIM KEAT CLOSE Singapore",12,"Non-landed Properties","3",2200,"1000 to 1100","19-Jun","103.8534166","1.3239373","kim keat cl, singapore"
40968,"ASTORIA PARK","ASTORIA PARK LORONG MYDIN Singapore",14,"Non-landed Properties","3",3200,"1100 to 1200","19-Jun","103.9117094","1.3211298","28 lor mydin, singapore 416883"
40969,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT TEMBELING ROAD Singapore",15,"Non-landed Properties","na*",1650,"1000 to 1100","19-Jun","103.9028207","1.3104906","tembeling rd, singapore"
40970,"PINNACLE 16","PINNACLE 16 SHAN ROAD Singapore",12,"Non-landed Properties","1",2200,"500 to 600","19-Jun","103.84625","1.3244724","16 shan rd, singapore 328107"
40971,"THE LINE @ TANJONG RHU","THE LINE @ TANJONG RHU TANJONG RHU ROAD Singapore",15,"Non-landed Properties","2",2350,"500 to 600","19-Jun","103.8846032","1.2981006","6 tanjong rhu rd singapore 436883 tg rhu rd, singapore 436883"
40972,"18 WOODSVILLE","18 WOODSVILLE WOODSVILLE CLOSE Singapore",13,"Non-landed Properties","2",2650,"900 to 1000","19-Jun","103.8681311","1.3296408","18 woodsville cl, singapore 357799"
40973,"DENG FU VILLE","DENG FU VILLE KAMPONG EUNOS Singapore",14,"Non-landed Properties","3",3600,"1600 to 1700","19-Jun","103.9065726","1.318935","30 kampong eunos, singapore 417777"
