"V1","V2","V3","V4","V5","V6","V7","V8","V9","lon","lat","address"
7435,"REFLECTIONS AT KEPPEL BAY","REFLECTIONS AT KEPPEL BAY KEPPEL BAY VIEW Singapore",4,"Non-landed Properties","2",4500,"1000 to 1100","19-Mar","103.81036","1.2666139","29 keppel bay view, singapore 098417"
7436,"WATERFRONT @ FABER","WATERFRONT @ FABER FABER WALK Singapore",5,"Non-landed Properties","3",2500,"1000 to 1100","19-Mar","103.7546237","1.3232804","48 faber walk, singapore 128993"
7437,"CARIBBEAN AT KEPPEL BAY","CARIBBEAN AT KEPPEL BAY KEPPEL BAY DRIVE Singapore",4,"Non-landed Properties","3",7200,"2500 to 2600","19-Mar","103.816757","1.267401","caribbean at keppel bay, singapore"
7438,"MARINA BAY RESIDENCES","MARINA BAY RESIDENCES MARINA BOULEVARD Singapore",1,"Non-landed Properties","1",4000,"700 to 800","19-Mar","103.8550598","1.2796864","18 marina blvd, singapore 018980"
7439,"DOMAIN 21","DOMAIN 21 DELTA ROAD Singapore",3,"Non-landed Properties","2",3600,"900 to 1000","19-Mar","103.8256304","1.2918989","23 delta rd, singapore 169813"
7440,"HUNDRED TREES","HUNDRED TREES WEST COAST DRIVE Singapore",5,"Non-landed Properties","2",2400,"700 to 800","19-Mar","103.7586246","1.3149729","97 w coast dr, singapore 128019"
7441,"THE COAST AT SENTOSA COVE","THE COAST AT SENTOSA COVE OCEAN DRIVE Singapore",4,"Non-landed Properties","3",6900,"2000 to 2100","19-Mar","103.8436811","1.2454244","276-280 ocean dr, singapore 098451"
7442,"SEAHILL","SEAHILL WEST COAST CRESCENT Singapore",5,"Non-landed Properties","2",3000,"800 to 900","19-Mar","103.764461","1.298753","119 w coast cres, singapore 126777"
7443,"THE INTERLACE","THE INTERLACE DEPOT ROAD Singapore",4,"Non-landed Properties","2",3850,"1000 to 1100","19-Mar","103.8034095","1.2825453","180 depot rd, singapore 109684"
7444,"REGENCY SUITES","REGENCY SUITES KIM TIAN ROAD Singapore",3,"Non-landed Properties","3",5800,"1400 to 1500","19-Mar","103.8291434","1.2844179","36 kim tian rd, singapore 169279"
7445,"ASCENTIA SKY","ASCENTIA SKY ALEXANDRA VIEW Singapore",3,"Non-landed Properties","2",4500,"1000 to 1100","19-Mar","103.8170665","1.2908094","1 alexandra view, #b1-01, singapore 158748"
7446,"SPOTTISWOODE RESIDENCES","SPOTTISWOODE RESIDENCES SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","1",3200,"600 to 700","19-Mar","103.836827","1.2754812","48 spottiswoode park rd, singapore 088660"
7447,"CARIBBEAN AT KEPPEL BAY","CARIBBEAN AT KEPPEL BAY KEPPEL BAY DRIVE Singapore",4,"Non-landed Properties","3",5700,"1300 to 1400","19-Mar","103.816757","1.267401","caribbean at keppel bay, singapore"
7448,"HERITAGE VIEW","HERITAGE VIEW DOVER RISE Singapore",5,"Non-landed Properties","3",4700,"1100 to 1200","19-Mar","103.783899","1.3037596","6, 10 dover rise, 8, singapore 138678"
7449,"SPOTTISWOODE RESIDENCES","SPOTTISWOODE RESIDENCES SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","1",2800,"500 to 600","19-Mar","103.836827","1.2754812","48 spottiswoode park rd, singapore 088660"
7450,"NEWEST","NEWEST WEST COAST DRIVE Singapore",5,"Non-landed Properties","2",2400,"600 to 700","19-Mar","103.7576027","1.3164189","1 w coast dr, singapore 128020"
7451,"CARIBBEAN AT KEPPEL BAY","CARIBBEAN AT KEPPEL BAY KEPPEL BAY DRIVE Singapore",4,"Non-landed Properties","3",5700,"1300 to 1400","19-Mar","103.816757","1.267401","caribbean at keppel bay, singapore"
7452,"ICON","ICON GOPENG STREET Singapore",2,"Non-landed Properties","1",3400,"600 to 700","19-Mar","103.8444743","1.2753422","10 gopeng st, singapore 078878"
7453,"THE RESIDENCES AT W SINGAPORE SENTOSA COVE","THE RESIDENCES AT W SINGAPORE SENTOSA COVE OCEAN WAY Singapore",4,"Non-landed Properties","4",10702,"2400 to 2500","19-Mar","103.842491","1.2461105","21 ocean way, singapore 098374"
7454,"MARINA BAY SUITES","MARINA BAY SUITES CENTRAL BOULEVARD Singapore",1,"Non-landed Properties","3",6300,"1500 to 1600","19-Mar","103.8521059","1.2803892","3 central blvd, singapore 018965"
7455,"MARINA ONE RESIDENCES","MARINA ONE RESIDENCES MARINA WAY Singapore",1,"Non-landed Properties","2",4800,"1000 to 1100","19-Mar","103.8532552","1.2768053","21/23 marina way, singapore 018979"
7456,"QUEENS","QUEENS STIRLING ROAD Singapore",3,"Non-landed Properties","4",4000,"2300 to 2400","19-Mar","103.80624","1.293043","12 stirling rd, singapore 148955"
7457,"BAYVILLE CONDOMINIUM","BAYVILLE CONDOMINIUM SOUTH BUONA VISTA ROAD Singapore",5,"Non-landed Properties","3",3000,"1200 to 1300","19-Mar","103.7874448","1.2814955","42 south buona vista rd, singapore 118166"
7458,"HARBOUR VIEW TOWERS","HARBOUR VIEW TOWERS TELOK BLANGAH DRIVE Singapore",4,"Non-landed Properties","3",4100,"1600 to 1700","19-Mar","103.80848","1.271975","21 telok blangah dr, singapore 109258"
7459,"THE RESIDENCES AT W SINGAPORE SENTOSA COVE","THE RESIDENCES AT W SINGAPORE SENTOSA COVE OCEAN WAY Singapore",4,"Non-landed Properties","3",10285,"2500 to 2600","19-Mar","103.842491","1.2461105","21 ocean way, singapore 098374"
7460,"CARIBBEAN AT KEPPEL BAY","CARIBBEAN AT KEPPEL BAY KEPPEL BAY DRIVE Singapore",4,"Non-landed Properties","3",7000,"2500 to 2600","19-Mar","103.816757","1.267401","caribbean at keppel bay, singapore"
7461,"THE FORESTA @ MOUNT FABER","THE FORESTA @ MOUNT FABER WISHART ROAD Singapore",4,"Non-landed Properties","1",2400,"400 to 500","19-Mar","103.8137","1.2705393","100 wishart rd, singapore 098749"
7462,"SKYSUITES@ANSON","SKYSUITES@ANSON ENGGOR STREET Singapore",2,"Non-landed Properties","2",4200,"700 to 800","19-Mar","103.8447682","1.2744995","8 enggor st, singapore 079718"
7463,"CORALS AT KEPPEL BAY","CORALS AT KEPPEL BAY KEPPEL BAY DRIVE Singapore",4,"Non-landed Properties","3",7050,"1300 to 1400","19-Mar","103.816962","1.265951","1 keppel bay dr, singapore 098012"
7464,"BANYAN CONDOMINIUM","BANYAN CONDOMINIUM CHWEE CHIAN ROAD Singapore",5,"Non-landed Properties","na*",3365,"1500 to 1600","19-Mar","103.7883466","1.2780251","1 chwee chian rd, singapore 119744"
7465,"ALEX RESIDENCES","ALEX RESIDENCES ALEXANDRA VIEW Singapore",3,"Non-landed Properties","2",3700,"600 to 700","19-Mar","103.8187938","1.2906973","28 alexandra view, singapore 158744"
7466,"THE COAST AT SENTOSA COVE","THE COAST AT SENTOSA COVE OCEAN DRIVE Singapore",4,"Non-landed Properties","3",7500,"2000 to 2100","19-Mar","103.8436811","1.2454244","276-280 ocean dr, singapore 098451"
7467,"LUMIERE","LUMIERE MISTRI ROAD Singapore",2,"Non-landed Properties","2",3750,"900 to 1000","19-Mar","103.8460734","1.2743105","2 mistri rd, singapore 079624"
7468,"PEOPLE'S PARK CENTRE","PEOPLE'S PARK CENTRE UPPER CROSS STREET Singapore",1,"Non-landed Properties","3",3900,"1500 to 1600","19-Mar","103.8440022","1.2857964","101 upper cross st, #b1-18a people's park centre, singapore 058357"
7469,"THE BERTH BY THE COVE","THE BERTH BY THE COVE OCEAN DRIVE Singapore",4,"Non-landed Properties","3",5200,"1600 to 1700","19-Mar","103.8466605","1.2499202","212 ocean dr, singapore 098624"
7470,"HARBOURLIGHTS","HARBOURLIGHTS TELOK BLANGAH ROAD Singapore",4,"Non-landed Properties","2",2800,"900 to 1000","19-Mar","103.822667","1.2662845","66 telok blangah rd, singapore 098830"
7471,"SPOTTISWOODE RESIDENCES","SPOTTISWOODE RESIDENCES SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","3",6000,"1400 to 1500","19-Mar","103.836827","1.2754812","48 spottiswoode park rd, singapore 088660"
7472,"CAPE ROYALE","CAPE ROYALE COVE WAY Singapore",4,"Non-landed Properties","4",12200,"2500 to 2600","19-Mar","103.8400218","1.241711","25 cove way, singapore 098209"
7473,"THE CLIFT","THE CLIFT MCCALLUM STREET Singapore",1,"Non-landed Properties","1",3000,"400 to 500","19-Mar","103.8472601","1.2794777","21 mccallum st, singapore 069047"
7474,"CAPE ROYALE","CAPE ROYALE COVE WAY Singapore",4,"Non-landed Properties","4",15000,"2500 to 2600","19-Mar","103.8400218","1.241711","25 cove way, singapore 098209"
7475,"THE CLIFT","THE CLIFT MCCALLUM STREET Singapore",1,"Non-landed Properties","1",3550,"400 to 500","19-Mar","103.8472601","1.2794777","21 mccallum st, singapore 069047"
7476,"MARINA BAY RESIDENCES","MARINA BAY RESIDENCES MARINA BOULEVARD Singapore",1,"Non-landed Properties","2",6000,"1000 to 1100","19-Mar","103.8550598","1.2796864","18 marina blvd, singapore 018980"
7477,"CARIBBEAN AT KEPPEL BAY","CARIBBEAN AT KEPPEL BAY KEPPEL BAY DRIVE Singapore",4,"Non-landed Properties","2",3800,"800 to 900","19-Mar","103.816757","1.267401","caribbean at keppel bay, singapore"
7478,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT MOSQUE STREET Singapore",1,"Non-landed Properties","na*",3500,"500 to 600","19-Mar","103.8448556","1.2837889","mosque st, singapore"
7479,"DOVER PARKVIEW","DOVER PARKVIEW DOVER RISE Singapore",5,"Non-landed Properties","2",3350,"900 to 1000","19-Mar","103.7847371","1.3057405","38 dover rise, singapore 138684"
7480,"TIONG BAHRU ESTATE","TIONG BAHRU ESTATE ENG WATT STREET Singapore",3,"Non-landed Properties","na*",2000,"1200 to 1300","19-Mar","103.8290057","1.2865952","9a boon tiong rd, singapore 162009"
7481,"TIONG BAHRU ESTATE","TIONG BAHRU ESTATE SENG POH ROAD Singapore",3,"Non-landed Properties","na*",2600,"900 to 1000","19-Mar","103.8290057","1.2865952","9a boon tiong rd, singapore 162009"
7482,"SPOTTISWOODE 18","SPOTTISWOODE 18 SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","1",2200,"300 to 400","19-Mar","103.8375907","1.2754518","18 spottiswoode park rd, singapore 088642"
7483,"76 SHENTON","76 SHENTON SHENTON WAY Singapore",2,"Non-landed Properties","2",4250,"900 to 1000","19-Mar","103.8455345","1.273423","76 shenton way, singapore 079119"
7484,"PRINCIPAL GARDEN","PRINCIPAL GARDEN PRINCE CHARLES CRESCENT Singapore",3,"Non-landed Properties","na*",2550,"400 to 500","19-Mar","103.8221305","1.2926939","97 prince charles cres, singapore"
7485,"THE PEAK@BALMEG","THE PEAK@BALMEG BALMEG HILL Singapore",5,"Non-landed Properties","3",4500,"1700 to 1800","19-Mar","103.7833739","1.283174","6 balmeg hill, the peak@balmeg, singapore 119910"
7486,"ECHELON","ECHELON ALEXANDRA VIEW Singapore",3,"Non-landed Properties","3",4000,"1000 to 1100","19-Mar","103.8178849","1.2905851","9 alexandra view, singapore"
7487,"THE METROPOLITAN CONDOMINIUM","THE METROPOLITAN CONDOMINIUM ALEXANDRA VIEW Singapore",3,"Non-landed Properties","4",5400,"1700 to 1800","19-Mar","103.816244","1.2906664","8 alexandra view, singapore 158747"
7488,"THE BEACON","THE BEACON CANTONMENT ROAD Singapore",2,"Non-landed Properties","2",3700,"1100 to 1200","19-Mar","103.8405073","1.2760017","130 cantonment rd, singapore 089775"
7489,"THE METROPOLITAN CONDOMINIUM","THE METROPOLITAN CONDOMINIUM ALEXANDRA VIEW Singapore",3,"Non-landed Properties","4",5600,"1700 to 1800","19-Mar","103.816244","1.2906664","8 alexandra view, singapore 158747"
7490,"ICON","ICON GOPENG STREET Singapore",2,"Non-landed Properties","1",3600,"500 to 600","19-Mar","103.8444743","1.2753422","10 gopeng st, singapore 078878"
7491,"V ON SHENTON","V ON SHENTON SHENTON WAY Singapore",1,"Non-landed Properties","na*",2500,"400 to 500","19-Mar","103.8490624","1.2771406","5a shenton way, singapore 068814"
7492,"THE SAIL @ MARINA BAY","THE SAIL @ MARINA BAY MARINA BOULEVARD Singapore",1,"Non-landed Properties","1",3200,"600 to 700","19-Mar","103.8528642","1.2811005","2 marina blvd, singapore 018987"
7493,"MARINA BAY RESIDENCES","MARINA BAY RESIDENCES MARINA BOULEVARD Singapore",1,"Non-landed Properties","1",4250,"700 to 800","19-Mar","103.8550598","1.2796864","18 marina blvd, singapore 018980"
7494,"HARBOUR VIEW TOWERS","HARBOUR VIEW TOWERS TELOK BLANGAH DRIVE Singapore",4,"Non-landed Properties","3",3600,"1200 to 1300","19-Mar","103.80848","1.271975","21 telok blangah dr, singapore 109258"
7495,"ECHELON","ECHELON ALEXANDRA VIEW Singapore",3,"Non-landed Properties","3",4700,"1000 to 1100","19-Mar","103.8178849","1.2905851","9 alexandra view, singapore"
7496,"SKYLINE RESIDENCES","SKYLINE RESIDENCES TELOK BLANGAH ROAD Singapore",4,"Non-landed Properties","1",2600,"400 to 500","19-Mar","103.8076342","1.2717846","telok blangah rd, 608-612, singapore 109025"
7497,"ECHELON","ECHELON ALEXANDRA VIEW Singapore",3,"Non-landed Properties","3",4200,"1100 to 1200","19-Mar","103.8178849","1.2905851","9 alexandra view, singapore"
7498,"THE SAIL @ MARINA BAY","THE SAIL @ MARINA BAY MARINA BOULEVARD Singapore",1,"Non-landed Properties","2",4200,"800 to 900","19-Mar","103.8528642","1.2811005","2 marina blvd, singapore 018987"
7499,"76 SHENTON","76 SHENTON SHENTON WAY Singapore",2,"Non-landed Properties","1",3200,"500 to 600","19-Mar","103.8455345","1.273423","76 shenton way, singapore 079119"
7500,"TIONG BAHRU ESTATE","TIONG BAHRU ESTATE TIONG POH ROAD Singapore",3,"Non-landed Properties","na*",3300,"500 to 600","19-Mar","103.8346032","1.2842263","tiong bahru rd & tiong poh rd, singapore"
7501,"THE ARRIS","THE ARRIS YAN KIT ROAD Singapore",2,"Non-landed Properties","1",3250,"600 to 700","19-Mar","103.8416613","1.2753469","28 yan kit rd, singapore 088271"
7502,"THE INTERLACE","THE INTERLACE DEPOT ROAD Singapore",4,"Non-landed Properties","2",3400,"800 to 900","19-Mar","103.8034095","1.2825453","180 depot rd, singapore 109684"
7503,"DOVER PARKVIEW","DOVER PARKVIEW DOVER RISE Singapore",5,"Non-landed Properties","3",3500,"1200 to 1300","19-Mar","103.7847371","1.3057405","38 dover rise, singapore 138684"
7504,"PASIR PANJANG COURT","PASIR PANJANG COURT PASIR PANJANG CLOSE Singapore",5,"Non-landed Properties","3",2400,"1300 to 1400","19-Mar","103.7723591","1.291924","pasir panjang cl, singapore"
7505,"WEST BAY CONDOMINIUM","WEST BAY CONDOMINIUM WEST COAST CRESCENT Singapore",5,"Non-landed Properties","2",2050,"900 to 1000","19-Mar","103.76545","1.298893","60 w coast cres, 50, singapore 128040"
7506,"THE SAIL @ MARINA BAY","THE SAIL @ MARINA BAY MARINA BOULEVARD Singapore",1,"Non-landed Properties","1",4300,"600 to 700","19-Mar","103.8528642","1.2811005","2 marina blvd, singapore 018987"
7507,"THE BEACON","THE BEACON CANTONMENT ROAD Singapore",2,"Non-landed Properties","2",4100,"1100 to 1200","19-Mar","103.8405073","1.2760017","130 cantonment rd, singapore 089775"
7508,"CENTRAL GREEN CONDOMINIUM","CENTRAL GREEN CONDOMINIUM JALAN MEMBINA Singapore",3,"Non-landed Properties","3",4300,"1200 to 1300","19-Mar","103.8276716","1.2845906","1 jln membina, singapore 169479"
7509,"THE SAIL @ MARINA BAY","THE SAIL @ MARINA BAY MARINA BOULEVARD Singapore",1,"Non-landed Properties","1",3400,"600 to 700","19-Mar","103.8528642","1.2811005","2 marina blvd, singapore 018987"
7510,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT JALAN LEMPENG Singapore",5,"Non-landed Properties","na*",2000,"800 to 900","19-Mar","103.760327","1.3190248","jln lempeng, singapore"
7511,"ICON","ICON GOPENG STREET Singapore",2,"Non-landed Properties","1",3100,"500 to 600","19-Mar","103.8444743","1.2753422","10 gopeng st, singapore 078878"
7512,"SKYSUITES@ANSON","SKYSUITES@ANSON ENGGOR STREET Singapore",2,"Non-landed Properties","na*",2600,"300 to 400","19-Mar","103.8447682","1.2744995","8 enggor st, singapore 079718"
7513,"ALEXIS","ALEXIS ALEXANDRA ROAD Singapore",3,"Non-landed Properties","1",2200,"300 to 400","19-Mar","103.8074006","1.2913174","356 alexandra rd, singapore 159949"
7514,"WATERFRONT @ FABER","WATERFRONT @ FABER FABER WALK Singapore",5,"Non-landed Properties","4",3800,"1200 to 1300","19-Mar","103.7546237","1.3232804","48 faber walk, singapore 128993"
7515,"TIONG BAHRU ESTATE","TIONG BAHRU ESTATE GUAN CHUAN STREET Singapore",3,"Non-landed Properties","na*",3800,"900 to 1000","19-Mar","103.8311238","1.283367","78 guan chuan st, no.41 blk, singapore 160078"
7516,"THE CREST","THE CREST PRINCE CHARLES CRESCENT Singapore",3,"Non-landed Properties","3",5900,"1100 to 1200","19-Mar","103.8199941","1.2933265","107 prince charles cres, singapore 159017"
7517,"ICON","ICON GOPENG STREET Singapore",2,"Non-landed Properties","1",3100,"500 to 600","19-Mar","103.8444743","1.2753422","10 gopeng st, singapore 078878"
7518,"TIONG BAHRU ESTATE","TIONG BAHRU ESTATE SENG POH ROAD Singapore",3,"Non-landed Properties","na*",2800,"600 to 700","19-Mar","103.8290057","1.2865952","9a boon tiong rd, singapore 162009"
7519,"ALTEZ","ALTEZ ENGGOR STREET Singapore",2,"Non-landed Properties","2",5600,"800 to 900","19-Mar","103.8443152","1.2744288","16 enggor st, singapore 079717"
7520,"BUONA VISTA GARDENS","BUONA VISTA GARDENS ZEHNDER ROAD Singapore",5,"Non-landed Properties","2",3600,"1600 to 1700","19-Mar","103.7869365","1.2824989","2 zehnder road singapore 117687 zehnder rd, singapore 117687"
7521,"SKYLINE RESIDENCES","SKYLINE RESIDENCES TELOK BLANGAH ROAD Singapore",4,"Non-landed Properties","3",4800,"1300 to 1400","19-Mar","103.8076342","1.2717846","telok blangah rd, 608-612, singapore 109025"
7522,"MARINA BAY SUITES","MARINA BAY SUITES CENTRAL BOULEVARD Singapore",1,"Non-landed Properties","4",10800,"2600 to 2700","19-Mar","103.8521059","1.2803892","3 central blvd, singapore 018965"
7523,"REFLECTIONS AT KEPPEL BAY","REFLECTIONS AT KEPPEL BAY KEPPEL BAY VIEW Singapore",4,"Non-landed Properties","3",10000,"1900 to 2000","19-Mar","103.81036","1.2666139","29 keppel bay view, singapore 098417"
7524,"THE RESIDENCES AT W SINGAPORE SENTOSA COVE","THE RESIDENCES AT W SINGAPORE SENTOSA COVE OCEAN WAY Singapore",4,"Non-landed Properties","3",8802,"1600 to 1700","19-Mar","103.842491","1.2461105","21 ocean way, singapore 098374"
7525,"LANDRIDGE CONDOMINIUM","LANDRIDGE CONDOMINIUM PASIR PANJANG ROAD Singapore",5,"Non-landed Properties","3",4300,"1700 to 1800","19-Mar","103.786375","1.278531","202 pasir panjang rd, singapore 118573"
7526,"SKYSUITES@ANSON","SKYSUITES@ANSON ENGGOR STREET Singapore",2,"Non-landed Properties","1",2800,"300 to 400","19-Mar","103.8447682","1.2744995","8 enggor st, singapore 079718"
7527,"THE SAIL @ MARINA BAY","THE SAIL @ MARINA BAY MARINA BOULEVARD Singapore",1,"Non-landed Properties","2",5900,"1000 to 1100","19-Mar","103.8528642","1.2811005","2 marina blvd, singapore 018987"
7528,"THE VISION","THE VISION WEST COAST CRESCENT Singapore",5,"Non-landed Properties","3",4000,"1300 to 1400","19-Mar","103.7649435","1.2983337","81 w coast cres, singapore 126794"
7529,"SKYSUITES@ANSON","SKYSUITES@ANSON ENGGOR STREET Singapore",2,"Non-landed Properties","1",2800,"300 to 400","19-Mar","103.8447682","1.2744995","8 enggor st, singapore 079718"
7530,"THE SAIL @ MARINA BAY","THE SAIL @ MARINA BAY MARINA BOULEVARD Singapore",1,"Non-landed Properties","1",7200,"600 to 700","19-Mar","103.8528642","1.2811005","2 marina blvd, singapore 018987"
7531,"TIONG BAHRU ESTATE","TIONG BAHRU ESTATE TIONG POH ROAD Singapore",3,"Non-landed Properties","na*",4500,"1000 to 1100","19-Mar","103.8346032","1.2842263","tiong bahru rd & tiong poh rd, singapore"
7532,"ECHELON","ECHELON ALEXANDRA VIEW Singapore",3,"Non-landed Properties","3",3500,"800 to 900","19-Mar","103.8178849","1.2905851","9 alexandra view, singapore"
7533,"REFLECTIONS AT KEPPEL BAY","REFLECTIONS AT KEPPEL BAY KEPPEL BAY VIEW Singapore",4,"Non-landed Properties","3",6500,"1500 to 1600","19-Mar","103.81036","1.2666139","29 keppel bay view, singapore 098417"
7534,"MARINA BAY RESIDENCES","MARINA BAY RESIDENCES MARINA BOULEVARD Singapore",1,"Non-landed Properties","1",4100,"700 to 800","19-Mar","103.8550598","1.2796864","18 marina blvd, singapore 018980"
7535,"THE ESTRELLA","THE ESTRELLA PASIR PANJANG ROAD Singapore",5,"Non-landed Properties","3",4200,"1600 to 1700","19-Mar","103.7766658","1.2895443","342 pasir panjang rd, singapore 118676"
7536,"CARIBBEAN AT KEPPEL BAY","CARIBBEAN AT KEPPEL BAY KEPPEL BAY DRIVE Singapore",4,"Non-landed Properties","2",3600,"800 to 900","19-Mar","103.816757","1.267401","caribbean at keppel bay, singapore"
7537,"VARSITY PARK CONDOMINIUM","VARSITY PARK CONDOMINIUM WEST COAST ROAD Singapore",5,"Non-landed Properties","2",3300,"1000 to 1100","19-Mar","103.7671539","1.2943717","22-76 west coast rd, singapore 127446"
7538,"QUEENS","QUEENS STIRLING ROAD Singapore",3,"Non-landed Properties","2",3550,"900 to 1000","19-Mar","103.80624","1.293043","12 stirling rd, singapore 148955"
7539,"THE PEAK@BALMEG","THE PEAK@BALMEG BALMEG HILL Singapore",5,"Non-landed Properties","3",6000,"1900 to 2000","19-Mar","103.7833739","1.283174","6 balmeg hill, the peak@balmeg, singapore 119910"
7540,"ICON @ PASIR PANJANG","ICON @ PASIR PANJANG PASIR PANJANG ROAD Singapore",5,"Non-landed Properties","3",3300,"1000 to 1100","19-Mar","103.7857358","1.2795039","#01-11, icon building, 218 pasir panjang rd, singapore 118579"
7541,"TWIN REGENCY","TWIN REGENCY KIM TIAN ROAD Singapore",3,"Non-landed Properties","3",5000,"1200 to 1300","19-Mar","103.8285043","1.2848078","26 kim tian rd, singapore 169277"
7542,"SKYSUITES@ANSON","SKYSUITES@ANSON ENGGOR STREET Singapore",2,"Non-landed Properties","2",3800,"700 to 800","19-Mar","103.8447682","1.2744995","8 enggor st, singapore 079718"
7543,"SPOTTISWOODE RESIDENCES","SPOTTISWOODE RESIDENCES SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","1",2800,"600 to 700","19-Mar","103.836827","1.2754812","48 spottiswoode park rd, singapore 088660"
7544,"SEASCAPE","SEASCAPE COVE WAY Singapore",4,"Non-landed Properties","4",14000,">3000","19-Mar","103.8373614","1.2398622","57 cove way, singapore 098308"
7545,"TIONG BAHRU ESTATE","TIONG BAHRU ESTATE ENG HOON STREET Singapore",3,"Non-landed Properties","na*",3200,"1000 to 1100","19-Mar","103.8336325","1.28446","56 eng hoon st, #01-70, singapore 160056"
7546,"CARIBBEAN AT KEPPEL BAY","CARIBBEAN AT KEPPEL BAY KEPPEL BAY DRIVE Singapore",4,"Non-landed Properties","3",5500,"1300 to 1400","19-Mar","103.816757","1.267401","caribbean at keppel bay, singapore"
7547,"SPOTTISWOODE PARK","SPOTTISWOODE PARK SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","na*",2800,"1200 to 1300","19-Mar","103.8372683","1.2752989","spottiswoode park rd, singapore"
7548,"SPOTTISWOODE PARK","SPOTTISWOODE PARK SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","na*",2800,"1200 to 1300","19-Mar","103.8372683","1.2752989","spottiswoode park rd, singapore"
7549,"EMERALD GARDEN","EMERALD GARDEN CLUB STREET Singapore",1,"Non-landed Properties","3",4700,"1200 to 1300","19-Mar","103.8463193","1.2823975","33 club st, singapore 069415"
7550,"SPOTTISWOODE 18","SPOTTISWOODE 18 SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","1",2200,"300 to 400","19-Mar","103.8375907","1.2754518","18 spottiswoode park rd, singapore 088642"
7551,"RIVER PLACE","RIVER PLACE HAVELOCK ROAD Singapore",3,"Non-landed Properties","1",3600,"800 to 900","19-Mar","103.8405991","1.2893974","60 havelock rd, singapore 169658"
7552,"EMERALD PARK","EMERALD PARK INDUS ROAD Singapore",3,"Non-landed Properties","3",3500,"1200 to 1300","19-Mar","103.8300787","1.2896193","2 indus rd, singapore 169586"
7553,"EVERTON COURT","EVERTON COURT EVERTON ROAD Singapore",2,"Non-landed Properties","na*",7200,"1400 to 1500","19-Mar","103.8386912","1.2756464","everton rd, singapore"
7554,"THE REGENCY AT TIONG BAHRU","THE REGENCY AT TIONG BAHRU CHAY YAN STREET Singapore",3,"Non-landed Properties","4",6000,"1600 to 1700","19-Mar","103.8301556","1.2821842","38 chay yan st, singapore 169907"
7555,"THE ARRIS","THE ARRIS YAN KIT ROAD Singapore",2,"Non-landed Properties","2",4400,"900 to 1000","19-Mar","103.8416613","1.2753469","28 yan kit rd, singapore 088271"
7556,"SPOTTISWOODE 18","SPOTTISWOODE 18 SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","1",2550,"500 to 600","19-Mar","103.8375907","1.2754518","18 spottiswoode park rd, singapore 088642"
7557,"EMERALD GARDEN","EMERALD GARDEN CLUB STREET Singapore",1,"Non-landed Properties","3",4700,"1500 to 1600","19-Mar","103.8463193","1.2823975","33 club st, singapore 069415"
7558,"ECHELON","ECHELON ALEXANDRA VIEW Singapore",3,"Non-landed Properties","3",5000,"1200 to 1300","19-Mar","103.8178849","1.2905851","9 alexandra view, singapore"
7559,"CARIBBEAN AT KEPPEL BAY","CARIBBEAN AT KEPPEL BAY KEPPEL BAY DRIVE Singapore",4,"Non-landed Properties","4",6800,"1600 to 1700","19-Mar","103.816757","1.267401","caribbean at keppel bay, singapore"
7560,"REGENT PARK","REGENT PARK JALAN LEMPENG Singapore",5,"Non-landed Properties","2",2500,"800 to 900","19-Mar","103.761539","1.3172516","22 jln lempeng, singapore 128803"
7561,"V ON SHENTON","V ON SHENTON SHENTON WAY Singapore",1,"Non-landed Properties","1",3500,"700 to 800","19-Mar","103.8490624","1.2771406","5a shenton way, singapore 068814"
7562,"MARINA ONE RESIDENCES","MARINA ONE RESIDENCES MARINA WAY Singapore",1,"Non-landed Properties","2",5550,"1100 to 1200","19-Mar","103.8532552","1.2768053","21/23 marina way, singapore 018979"
7563,"BANYAN CONDOMINIUM","BANYAN CONDOMINIUM CHWEE CHIAN ROAD Singapore",5,"Non-landed Properties","na*",3692,"1500 to 1600","19-Mar","103.7883466","1.2780251","1 chwee chian rd, singapore 119744"
7564,"ECHELON","ECHELON ALEXANDRA VIEW Singapore",3,"Non-landed Properties","2",3400,"700 to 800","19-Mar","103.8178849","1.2905851","9 alexandra view, singapore"
7565,"76 SHENTON","76 SHENTON SHENTON WAY Singapore",2,"Non-landed Properties","1",3000,"500 to 600","19-Mar","103.8455345","1.273423","76 shenton way, singapore 079119"
7566,"THE CLIFT","THE CLIFT MCCALLUM STREET Singapore",1,"Non-landed Properties","1",4669,"700 to 800","19-Mar","103.8472601","1.2794777","21 mccallum st, singapore 069047"
