"V1","V2","V3","V4","V5","V6","V7","V8","V9","lon","lat","address"
20042,"GOODWOOD GRAND","GOODWOOD GRAND BALMORAL ROAD Singapore",10,"Non-landed Properties","3",7100,"1200 to 1300","19-Jun","103.833316","1.315408","16 balmoral rd, singapore 259802"
20043,"THE CITRON RESIDENCES","THE CITRON RESIDENCES MARNE ROAD Singapore",8,"Non-landed Properties","2",2800,"600 to 700","19-Jun","103.8572746","1.3126974","1 marne rd, singapore 208380"
20044,"TANGLIN PARK","TANGLIN PARK RIDLEY PARK Singapore",10,"Non-landed Properties","3",5000,"1700 to 1800","19-Jun","103.816147","1.300219","1 ridley park, singapore 248464"
20045,"ILLUMINAIRE ON DEVONSHIRE","ILLUMINAIRE ON DEVONSHIRE DEVONSHIRE ROAD Singapore",9,"Non-landed Properties","2",3600,"600 to 700","19-Jun","103.8367923","1.2989725","65 devonshire rd, singapore 239900"
20046,"THE SCOTTS TOWER","THE SCOTTS TOWER SCOTTS ROAD Singapore",9,"Non-landed Properties","1",3000,"600 to 700","19-Jun","103.8351134","1.3103115","38 scotts rd, singapore 228240"
20047,"THE BENCOOLEN","THE BENCOOLEN BENCOOLEN STREET Singapore",7,"Non-landed Properties","2",3600,"900 to 1000","19-Jun","103.8512344","1.2999722","bencoolen st, singapore"
20048,"UP@ROBERTSON QUAY","UP@ROBERTSON QUAY ROBERTSON QUAY Singapore",9,"Non-landed Properties","1",3500,"500 to 600","19-Jun","103.8376588","1.2907234","92 robertson quay, singapore 238260"
20049,"CAVENAGH GARDENS","CAVENAGH GARDENS CAVENAGH ROAD Singapore",9,"Non-landed Properties","3",3000,"1100 to 1200","19-Jun","103.8408371","1.3055898","69 cavenagh rd, singapore 229622"
20050,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT TRURO ROAD Singapore",8,"Non-landed Properties","na*",4000,"1100 to 1200","19-Jun","103.8496717","1.313978","truro rd, singapore"
20051,"RV EDGE","RV EDGE SHANGHAI ROAD Singapore",10,"Non-landed Properties","1",2250,"400 to 500","19-Jun","103.8280837","1.2948041","2 shanghai rd, singapore 248209"
20052,"YONG AN PARK","YONG AN PARK RIVER VALLEY ROAD Singapore",9,"Non-landed Properties","4",11250,">3000","19-Jun","103.834042","1.2948171","331 river valley road, #01-01, angsana terrace, singapore 238363"
20053,"ASPEN HEIGHTS","ASPEN HEIGHTS RIVER VALLEY ROAD Singapore",9,"Non-landed Properties","3",4400,"1300 to 1400","19-Jun","103.8404024","1.2943618","#b1, 263 river valley rd, 04, singapore 238307"
20054,"THE PEAK @ CAIRNHILL I","THE PEAK @ CAIRNHILL I CAIRNHILL CIRCLE Singapore",9,"Non-landed Properties","1",3000,"600 to 700","19-Jun","103.838378","1.308098","51 cairnhill cir, singapore 229784"
20055,"CITY GATE","CITY GATE BEACH ROAD Singapore",7,"Non-landed Properties","1",2500,"400 to 500","19-Jun","103.8622013","1.3023747","371 beach rd, singapore 199597"
20056,"SKYLINE @ ORCHARD BOULEVARD","SKYLINE @ ORCHARD BOULEVARD ANGULLIA PARK Singapore",9,"Non-landed Properties","3",10986,"2000 to 2100","19-Jun","103.8295421","1.3032012","23 angullia park, singapore 239975"
20057,"URBAN LOFTS","URBAN LOFTS RANGOON ROAD Singapore",8,"Non-landed Properties","1",1900,"400 to 500","19-Jun","103.853716","1.314989","113 rangoon rd, singapore 218392"
20058,"ONE JERVOIS","ONE JERVOIS JERVOIS CLOSE Singapore",10,"Non-landed Properties","1",3200,"600 to 700","19-Jun","103.824704","1.2928495","1 jervois cl, singapore 249103"
20059,"THE ARC AT DRAYCOTT","THE ARC AT DRAYCOTT DRAYCOTT DRIVE Singapore",10,"Non-landed Properties","3",6100,"1200 to 1300","19-Jun","103.8309155","1.3092361","5 draycott dr, singapore 259420"
20060,"D'LEEDON","D'LEEDON LEEDON HEIGHTS Singapore",10,"Non-landed Properties","3",5500,"1400 to 1500","19-Jun","103.8036039","1.3151717","7 leedon heights, singapore"
20061,"D'LEEDON","D'LEEDON LEEDON HEIGHTS Singapore",10,"Non-landed Properties","3",5000,"1500 to 1600","19-Jun","103.8036039","1.3151717","7 leedon heights, singapore"
20062,"MIRAGE TOWER","MIRAGE TOWER KIM SENG ROAD Singapore",9,"Non-landed Properties","3",3900,"1700 to 1800","19-Jun","103.8342609","1.2920309","80 kim seng rd, singapore 239426"
20063,"THE BAYRON","THE BAYRON ST. THOMAS WALK Singapore",9,"Non-landed Properties","3",5120,"1400 to 1500","19-Jun","103.837581","1.297841","49 st thomas walk, singapore 238140"
20064,"HOLLAND PEAK","HOLLAND PEAK HOLLAND HILL Singapore",10,"Non-landed Properties","1",2400,"500 to 600","19-Jun","103.8003677","1.3093249","holland hill & holland peak condominium, singapore"
20065,"KIM SIA COURT","KIM SIA COURT JALAN JINTAN Singapore",9,"Non-landed Properties","2",2900,"1000 to 1100","19-Jun","103.8338459","1.3058874","1 jln jintan, singapore 229001"
20066,"THE COLONNADE","THE COLONNADE GRANGE ROAD Singapore",10,"Non-landed Properties","3",13000,">3000","19-Jun","103.8275314","1.2996474","82 grange rd, singapore 249587"
20067,"GALLOP GABLES","GALLOP GABLES FARRER ROAD Singapore",10,"Non-landed Properties","4",6865,"2800 to 2900","19-Jun","103.8069439","1.3162577","70-82 farrer rd, singapore 268852"
20068,"CUSCADEN RESIDENCES","CUSCADEN RESIDENCES CUSCADEN ROAD Singapore",10,"Non-landed Properties","2",4750,"1400 to 1500","19-Jun","103.8264935","1.3047344","28 cuscaden rd, singapore 249723"
20069,"TREASURE ON BALMORAL","TREASURE ON BALMORAL BALMORAL ROAD Singapore",10,"Non-landed Properties","4",6379,"2000 to 2100","19-Jun","103.8303629","1.3143107","5 balmoral rd, singapore 259786"
20070,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT RIVER VALLEY ROAD Singapore",10,"Non-landed Properties","na*",2600,"900 to 1000","19-Jun","103.8378235","1.2955326","river valley rd, singapore"
20071,"FRASER RESIDENCE ORCHARD SINGAPORE","FRASER RESIDENCE ORCHARD SINGAPORE PATERSON ROAD Singapore",9,"Non-landed Properties","3",5000,"1300 to 1400","19-Jun","103.8296645","1.3015601","31 paterson rd, singapore 238522"
20072,"KASTURINA LODGE","KASTURINA LODGE KAY POH ROAD Singapore",10,"Non-landed Properties","2",2450,"700 to 800","19-Jun","103.8297024","1.296416","20 kay poh rd, singapore 248969"
20073,"RIVERDALE RESIDENCE","RIVERDALE RESIDENCE RIVER VALLEY ROAD Singapore",9,"Non-landed Properties","2",3300,"1100 to 1200","19-Jun","103.8349683","1.2967112","346 river valley rd, singapore 238373"
20074,"LEONIE SUITES","LEONIE SUITES LEONIE HILL Singapore",9,"Non-landed Properties","2",3400,"900 to 1000","19-Jun","103.8316934","1.2987119","21 leonie hill, singapore 239223"
20075,"ARDMORE II","ARDMORE II ARDMORE PARK Singapore",10,"Non-landed Properties","4",9700,"2000 to 2100","19-Jun","103.8282603","1.3092716","2 ardmore park, singapore 259947"
20076,"TEXTILE CENTRE","TEXTILE CENTRE JALAN SULTAN Singapore",7,"Non-landed Properties","2",2500,"800 to 900","19-Jun","103.861328","1.3037351","200 jln sultan, textile centre, singapore 199018"
20077,"UE SQUARE","UE SQUARE RIVER VALLEY ROAD Singapore",9,"Non-landed Properties","1",3700,"1000 to 1100","19-Jun","103.8419463","1.2927492","205 river valley rd, singapore 238274"
20078,"WATERMARK ROBERTSON QUAY","WATERMARK ROBERTSON QUAY RODYK STREET Singapore",9,"Non-landed Properties","2",4800,"1000 to 1100","19-Jun","103.8381538","1.2909583","1 rodyk st, singapore 238212"
20079,"THE ORCHARD RESIDENCES","THE ORCHARD RESIDENCES ORCHARD BOULEVARD Singapore",9,"Non-landed Properties","4",14000,"2800 to 2900","19-Jun","103.8316837","1.3036056","238 orchard blvd, singapore 248652"
20080,"YONG AN PARK","YONG AN PARK RIVER VALLEY ROAD Singapore",9,"Non-landed Properties","2",3500,"1000 to 1100","19-Jun","103.834042","1.2948171","331 river valley road, #01-01, angsana terrace, singapore 238363"
20081,"THE MONTANA","THE MONTANA JALAN MUTIARA Singapore",10,"Non-landed Properties","1",2200,"600 to 700","19-Jun","103.8292055","1.2962463","8 jln mutiara, singapore 249188"
20082,"8 @ MOUNT SOPHIA","8 @ MOUNT SOPHIA MOUNT SOPHIA Singapore",9,"Non-landed Properties","1",3000,"800 to 900","19-Jun","103.8459143","1.301183","10 mount sophia, singapore 228459"
20083,"ASPEN HEIGHTS","ASPEN HEIGHTS RIVER VALLEY ROAD Singapore",9,"Non-landed Properties","2",3700,"1000 to 1100","19-Jun","103.8404024","1.2943618","#b1, 263 river valley rd, 04, singapore 238307"
20084,"TIARA","TIARA KIM SENG WALK Singapore",9,"Non-landed Properties","3",4200,"1500 to 1600","19-Jun","103.8311131","1.2952949","1 kim seng walk, singapore 239403"
20085,"D'LEEDON","D'LEEDON LEEDON HEIGHTS Singapore",10,"Non-landed Properties","2",4200,"700 to 800","19-Jun","103.8036039","1.3151717","7 leedon heights, singapore"
20086,"KUM HING COURT","KUM HING COURT TOMLINSON ROAD Singapore",10,"Non-landed Properties","na*",3000,"1600 to 1700","19-Jun","103.8260216","1.3028799","28 tomlinson rd, singapore 247854"
20087,"BELMOND GREEN","BELMOND GREEN BALMORAL ROAD Singapore",10,"Non-landed Properties","3",4100,"1200 to 1300","19-Jun","103.83168","1.315288","15a balmoral rd, singapore 259816"
20088,"GOLDEN MILE COMPLEX","GOLDEN MILE COMPLEX BEACH ROAD Singapore",7,"Non-landed Properties","2",2000,"900 to 1000","19-Jun","103.8651169","1.3026966","5001 beach rd, singapore 199588"
20089,"BELLE VUE RESIDENCES","BELLE VUE RESIDENCES OXLEY WALK Singapore",9,"Non-landed Properties","4",10800,"2700 to 2800","19-Jun","103.8423349","1.2962835","33 oxley walk, 15, singapore 238597"
20090,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT RANGOON ROAD Singapore",8,"Non-landed Properties","na*",2700,"1200 to 1300","19-Jun","103.8537158","1.3150733","rangoon rd, singapore"
20091,"SUITES @ OWEN","SUITES @ OWEN OWEN ROAD Singapore",8,"Non-landed Properties","1",1950,"400 to 500","19-Jun","103.8528612","1.3140841","122 owen rd, singapore 218926"
20092,"LEONIE GARDENS","LEONIE GARDENS LEONIE HILL Singapore",9,"Non-landed Properties","3",5000,"1700 to 1800","19-Jun","103.8321423","1.2981772","23 leonie hill, singapore 239224"
20093,"THE BENCOOLEN","THE BENCOOLEN BENCOOLEN STREET Singapore",7,"Non-landed Properties","2",3400,"800 to 900","19-Jun","103.8512344","1.2999722","bencoolen st, singapore"
20094,"SUITES AT ORCHARD","SUITES AT ORCHARD HANDY ROAD Singapore",9,"Non-landed Properties","1",3100,"500 to 600","19-Jun","103.8458381","1.3004323","38 handy rd, suites@orchard, singapore 229239"
20095,"PARVIS","PARVIS HOLLAND HILL Singapore",10,"Non-landed Properties","3",7000,"2000 to 2100","19-Jun","103.8007994","1.3105012","12 holland hill, singapore 278743"
20096,"CAIRNHILL PLAZA","CAIRNHILL PLAZA CAIRNHILL ROAD Singapore",9,"Non-landed Properties","3",6300,"2800 to 2900","19-Jun","103.8373289","1.3067162","cairnhill rd, singapore"
20097,"LIBERTE","LIBERTE SARKIES ROAD Singapore",10,"Non-landed Properties","2",3400,"700 to 800","19-Jun","103.836508","1.314032","5 sarkies rd, singapore 258125"
20098,"NATHAN RESIDENCES","NATHAN RESIDENCES NATHAN ROAD Singapore",10,"Non-landed Properties","1",3400,"500 to 600","19-Jun","103.8273403","1.294635","25 nathan rd, singapore 248745"
20099,"THE TESSARINA","THE TESSARINA WILBY ROAD Singapore",10,"Non-landed Properties","3",5000,"1700 to 1800","19-Jun","103.789285","1.3324443","24 wilby rd, singapore 276307"
20100,"D'LEEDON","D'LEEDON LEEDON HEIGHTS Singapore",10,"Non-landed Properties","3",4700,"1200 to 1300","19-Jun","103.8036039","1.3151717","7 leedon heights, singapore"
20101,"THE METZ","THE METZ DEVONSHIRE ROAD Singapore",9,"Non-landed Properties","2",6100,"1000 to 1100","19-Jun","103.8370147","1.2993608","83 devonshire rd, singapore 239864"
20102,"SPANISH VILLAGE","SPANISH VILLAGE FARRER ROAD Singapore",10,"Non-landed Properties","1",2000,"700 to 800","19-Jun","103.80574","1.315525","spanish village, singapore"
20103,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT DICKSON ROAD Singapore",8,"Non-landed Properties","na*",2500,"900 to 1000","19-Jun","103.8539179","1.3054173","dickson rd, singapore"
20104,"CONCOURSE SKYLINE","CONCOURSE SKYLINE BEACH ROAD Singapore",7,"Non-landed Properties","1",4700,"1100 to 1200","19-Jun","103.8619264","1.3005823","298 beach rd, singapore 199554"
20105,"LEONIE CONDOTEL","LEONIE CONDOTEL LEONIE HILL ROAD Singapore",9,"Non-landed Properties","4",9085,"2700 to 2800","19-Jun","103.8339736","1.2970353","2 leonie hill rd, singapore 239192"
20106,"THE CITRON RESIDENCES","THE CITRON RESIDENCES MARNE ROAD Singapore",8,"Non-landed Properties","1",1900,"300 to 400","19-Jun","103.8572746","1.3126974","1 marne rd, singapore 208380"
20107,"ROBIN RESIDENCES","ROBIN RESIDENCES ROBIN DRIVE Singapore",10,"Non-landed Properties","na*",2600,"400 to 500","19-Jun","103.828074","1.3190877","3 robin dr, singapore 258263"
20108,"THE PIER AT ROBERTSON","THE PIER AT ROBERTSON MOHAMED SULTAN ROAD Singapore",9,"Non-landed Properties","1",4000,"600 to 700","19-Jun","103.8407452","1.2916682","80 mohamed sultan rd, singapore 239013"
20109,"OUE TWIN PEAKS","OUE TWIN PEAKS LEONIE HILL ROAD Singapore",9,"Non-landed Properties","2",6800,"1000 to 1100","19-Jun","103.8337783","1.2994363","33 leonie hill rd, singapore 239197"
20110,"THE QUAYSIDE","THE QUAYSIDE ROBERTSON QUAY Singapore",9,"Non-landed Properties","3",5600,"1600 to 1700","19-Jun","103.8391632","1.2900297","60 robertson quay, singapore 238252"
20111,"OLEANAS RESIDENCE","OLEANAS RESIDENCE KIM YAM ROAD Singapore",9,"Non-landed Properties","3",3800,"1200 to 1300","19-Jun","103.8387671","1.2934136","42 kim yam rd, singapore 239347"
20112,"FERRELL RESIDENCES","FERRELL RESIDENCES BUKIT TIMAH ROAD Singapore",10,"Non-landed Properties","3",6000,"1800 to 1900","19-Jun","103.832508","1.317812","327 bukit timah rd, singapore 259715"
20113,"VIZ AT HOLLAND","VIZ AT HOLLAND QUEENSWAY Singapore",10,"Non-landed Properties","1",2300,"400 to 500","19-Jun","103.8025309","1.3086201","221 queensway, singapore 276750"
20114,"PARC SOPHIA","PARC SOPHIA ADIS ROAD Singapore",9,"Non-landed Properties","2",3000,"700 to 800","19-Jun","103.8476156","1.30145","10 adis rd, singapore 229979"
20115,"THE EQUATORIAL","THE EQUATORIAL STEVENS ROAD Singapore",10,"Non-landed Properties","4",6500,"2000 to 2100","19-Jun","103.82505","1.320009","151 stevens rd, singapore 257872"
20116,"CASA CAIRNHILL","CASA CAIRNHILL PECK HAY ROAD Singapore",9,"Non-landed Properties","3",7000,">3000","19-Jun","103.8395445","1.3087075","1 peck hay rd, singapore 228305"
20117,"JERVOIS REGENCY","JERVOIS REGENCY JERVOIS ROAD Singapore",10,"Non-landed Properties","3",3900,"1200 to 1300","19-Jun","103.8219637","1.2944727","49 jervois rd, jervois regency, singapore 249081"
20118,"THE INSPIRA","THE INSPIRA ARNASALAM CHETTY ROAD Singapore",9,"Non-landed Properties","2",4500,"900 to 1000","19-Jun","103.8387522","1.2917894","11 arnasalam chetty rd, singapore 239949"
20119,"VERDURE","VERDURE HOLLAND ROAD Singapore",10,"Non-landed Properties","4",6050,"1700 to 1800","19-Jun","103.8071794","1.3093782","63 holland rd, singapore 258887"
20120,"ZENITH","ZENITH ZION ROAD Singapore",10,"Non-landed Properties","1",2300,"500 to 600","19-Jun","103.8304758","1.292646","60 zion rd, singapore 247785"
20121,"VIVACE","VIVACE TONG WATT ROAD Singapore",9,"Non-landed Properties","2",2800,"500 to 600","19-Jun","103.840872","1.2928569","19 tong watt rd, singapore 238011"
20122,"D'LEEDON","D'LEEDON LEEDON HEIGHTS Singapore",10,"Non-landed Properties","1",2800,"600 to 700","19-May","103.8036039","1.3151717","7 leedon heights, singapore"
20123,"RV SUITES","RV SUITES RIVER VALLEY ROAD Singapore",10,"Non-landed Properties","1",2550,"500 to 600","19-May","103.8291964","1.29554","396 river valley rd, singapore 248289 river valley rd, singapore 248289"
20124,"REGENCY PARK","REGENCY PARK NATHAN ROAD Singapore",10,"Non-landed Properties","3",9400,">3000","19-May","103.8258595","1.2968688","3 nathan rd, singapore 248726"
20125,"THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL","THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL CAIRNHILL ROAD Singapore",9,"Non-landed Properties","3",15000,"2800 to 2900","19-May","103.836064","1.3079925","65 cairnhill rd, singapore 229721"
20126,"DUCHESS RESIDENCES","DUCHESS RESIDENCES DUCHESS AVENUE Singapore",10,"Non-landed Properties","4",8300,"2700 to 2800","19-May","103.801614","1.323896","110 duchess ave, singapore 266313"
20127,"2 RVG","2 RVG RIVER VALLEY GROVE Singapore",9,"Non-landed Properties","2",3450,"800 to 900","19-May","103.8343015","1.29645","2 river valley grove, singapore 238405"
20128,"THE CATHAY RESIDENCES","THE CATHAY RESIDENCES MOUNT SOPHIA Singapore",9,"Non-landed Properties","2",4092,"1000 to 1100","19-May","103.8476696","1.2997174","30 mount sophia, singapore 228464"
20129,"THE TRILLIUM","THE TRILLIUM KIM SENG ROAD Singapore",9,"Non-landed Properties","3",7000,"1700 to 1800","19-May","103.8334717","1.2940021","114 kim seng rd, singapore 239433"
20130,"LUSH ON HOLLAND HILL","LUSH ON HOLLAND HILL HOLLAND HILL Singapore",10,"Non-landed Properties","2",4200,"1200 to 1300","19-May","103.800486","1.308899","21 holland hill, singapore 278737"
20131,"GRANGE 70","GRANGE 70 GRANGE ROAD Singapore",10,"Non-landed Properties","3",6246,"1900 to 2000","19-May","103.829248","1.299314","70 grange rd, singapore 249574"
20132,"RIVERGATE","RIVERGATE ROBERTSON QUAY Singapore",9,"Non-landed Properties","4",8000,"1800 to 1900","19-May","103.8366567","1.2905092","95 robertson quay, singapore 238256"
20133,"THE BENCOOLEN","THE BENCOOLEN BENCOOLEN STREET Singapore",7,"Non-landed Properties","2",3200,"900 to 1000","19-May","103.8512344","1.2999722","bencoolen st, singapore"
20134,"KIM SIA COURT","KIM SIA COURT JALAN JINTAN Singapore",9,"Non-landed Properties","2",2700,"1000 to 1100","19-May","103.8338459","1.3058874","1 jln jintan, singapore 229001"
20135,"THE PLAZA","THE PLAZA BEACH ROAD Singapore",7,"Non-landed Properties","2",2700,"800 to 900","19-May","103.8600482","1.2995208","7500b beach rd, singapore 199592"
20136,"CAIRNHILL NINE","CAIRNHILL NINE CAIRNHILL ROAD Singapore",9,"Non-landed Properties","1",8100,"500 to 600","19-May","103.837257","1.303817","9 cairnhill rd, singapore 229723"
20137,"PARC EMILY","PARC EMILY MOUNT EMILY ROAD Singapore",9,"Non-landed Properties","3",4500,"1200 to 1300","19-May","103.848768","1.3043618","5 mount emily rd, singapore 228490"
20138,"NON-LANDED HOUSING DEVELOPMENT","NON-LANDED HOUSING DEVELOPMENT SOPHIA ROAD Singapore",9,"Non-landed Properties","1",2350,"600 to 700","19-May","103.8473702","1.3020842","sophia rd, singapore"
20139,"CITY SQUARE RESIDENCES","CITY SQUARE RESIDENCES KITCHENER LINK Singapore",8,"Non-landed Properties","2",3100,"800 to 900","19-May","103.8574666","1.3105599","4 kitchener link, singapore 208539"
20140,"CITYLIGHTS","CITYLIGHTS JELLICOE ROAD Singapore",8,"Non-landed Properties","1",2900,"500 to 600","19-May","103.863189","1.309416","82 jellicoe rd, singapore 208741"
20141,"SUNSHINE PLAZA","SUNSHINE PLAZA PRINSEP LINK Singapore",7,"Non-landed Properties","2",3000,"800 to 900","19-May","103.8506594","1.3005337","10 prinsep link, singapore 187948"
20142,"D'LEEDON","D'LEEDON LEEDON HEIGHTS Singapore",10,"Non-landed Properties","4",7800,"2000 to 2100","19-May","103.8036039","1.3151717","7 leedon heights, singapore"
20143,"PARC SOPHIA","PARC SOPHIA ADIS ROAD Singapore",9,"Non-landed Properties","2",2700,"700 to 800","19-May","103.8476156","1.30145","10 adis rd, singapore 229979"
20144,"CLIVEDEN AT GRANGE","CLIVEDEN AT GRANGE GRANGE ROAD Singapore",10,"Non-landed Properties","3",8000,"2100 to 2200","19-May","103.826623","1.2992831","cliveden at grange, singapore"
20145,"ONE DEVONSHIRE","ONE DEVONSHIRE DEVONSHIRE ROAD Singapore",9,"Non-landed Properties","3",8100,"1300 to 1400","19-May","103.8378688","1.2973797","1 devonshire rd, singapore 239896"
20146,"CITY GATE","CITY GATE BEACH ROAD Singapore",7,"Non-landed Properties","3",3700,"900 to 1000","19-May","103.8622013","1.3023747","371 beach rd, singapore 199597"
20147,"BALMORAL PLACE","BALMORAL PLACE BALMORAL CRESCENT Singapore",10,"Non-landed Properties","2",2900,"900 to 1000","19-May","103.8349219","1.3166569","20 balmoral cres, singapore 259917"
